predicate,freq,Cardinality Class,PR_quartile,n_ow,OW accuracy,OW hallucination,OW unsure,n_sw,SW accuracy,SW hallucination,SW unsure,n_total,Total accuracy,Total hallucination,Total unsure
composer,2771,single,Q1,153,5.23,86.93,7.84,536,1.87,83.58,14.55,689,2.61,84.33,13.06
creativeDirector,192,few,Q4,4,0.0,100.0,0.0,3,0.0,66.67,33.33,7,0.0,85.71,14.29
creativeDirector,192,few,Q3,4,0.0,100.0,0.0,3,0.0,100.0,0.0,7,0.0,100.0,0.0
creativeDirector,192,few,Q2,4,0.0,75.0,25.0,3,0.0,66.67,33.33,7,0.0,71.43,28.57
creativeDirector,192,few,Q1,4,0.0,100.0,0.0,0,0.0,0.0,0.0,4,0.0,100.0,0.0
creativeDirector,192,many,Q4,1,0.0,0.0,100.0,1,0.0,0.0,100.0,2,0.0,0.0,100.0
creativeDirector,192,single,Q4,13,0.0,84.62,15.38,43,0.0,83.72,16.28,56,0.0,83.93,16.07
creativeDirector,192,single,Q3,13,0.0,92.31,7.69,43,0.0,79.07,20.93,56,0.0,82.14,17.86
creativeDirector,192,single,Q2,13,0.0,76.92,23.08,43,2.33,88.37,9.3,56,1.79,85.71,12.5
creativeDirector,192,single,Q1,13,0.0,92.31,7.69,40,0.0,87.5,12.5,53,0.0,88.68,11.32
creator,6755,few,Q4,272,0.74,94.85,4.41,272,1.84,87.87,10.29,544,1.29,91.36,7.35
creator,6755,few,Q3,272,1.84,92.28,5.88,272,3.31,83.09,13.6,544,2.57,87.68,9.74
creator,6755,few,Q2,272,0.74,95.22,4.04,272,5.88,86.03,8.09,544,3.31,90.62,6.07
creator,6755,few,Q1,272,1.84,93.75,4.41,270,9.26,84.44,6.3,542,5.54,89.11,5.35
creator,6755,many,Q4,1,0.0,100.0,0.0,2,0.0,100.0,0.0,3,0.0,100.0,0.0
creator,6755,many,Q3,1,0.0,100.0,0.0,2,50.0,50.0,0.0,3,33.33,66.67,0.0
creator,6755,many,Q2,1,0.0,100.0,0.0,2,50.0,50.0,0.0,3,33.33,66.67,0.0
creator,6755,many,Q1,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
creator,6755,single,Q4,567,2.47,88.36,9.17,1000,4.0,75.3,20.7,1567,3.45,80.03,16.53
creator,6755,single,Q3,567,3.7,85.89,10.41,1000,4.4,75.1,20.5,1567,4.15,79.0,16.85
creator,6755,single,Q2,567,4.23,89.24,6.53,1000,10.4,75.3,14.3,1567,8.17,80.34,11.49
creator,6755,single,Q1,564,6.38,83.87,9.75,1000,13.1,73.1,13.8,1564,10.68,76.98,12.34
director,8321,few,Q4,355,0.0,94.37,5.63,281,0.0,82.92,17.08,636,0.0,89.31,10.69
director,8321,few,Q3,355,0.0,96.62,3.38,281,0.0,81.14,18.86,636,0.0,89.78,10.22
director,8321,few,Q2,355,0.0,98.03,1.97,281,0.71,87.54,11.74,636,0.31,93.4,6.29
director,8321,few,Q1,354,0.0,97.74,2.26,278,0.72,88.13,11.15,632,0.32,93.51,6.17
director,8321,many,Q4,2,0.0,100.0,0.0,2,0.0,50.0,50.0,4,0.0,75.0,25.0
director,8321,many,Q3,2,0.0,100.0,0.0,2,0.0,100.0,0.0,4,0.0,100.0,0.0
director,8321,many,Q2,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
director,8321,single,Q4,406,0.74,91.87,7.39,1000,2.5,79.3,18.2,1406,1.99,82.93,15.08
director,8321,single,Q3,406,0.25,92.86,6.9,1000,2.1,78.9,19.0,1406,1.56,82.93,15.5
director,8321,single,Q2,406,0.49,92.86,6.65,1000,3.5,80.4,16.1,1406,2.63,84.0,13.37
director,8321,single,Q1,405,0.74,90.86,8.4,1000,4.1,78.4,17.5,1405,3.13,81.99,14.88
executiveProducer,7193,few,Q4,302,0.0,95.7,4.3,411,0.0,84.91,15.09,713,0.0,89.48,10.52
executiveProducer,7193,few,Q3,302,0.0,96.69,3.31,411,0.97,89.05,9.98,713,0.56,92.29,7.15
executiveProducer,7193,few,Q2,302,0.0,98.34,1.66,411,2.19,88.32,9.49,713,1.26,92.57,6.17
executiveProducer,7193,few,Q1,301,1.0,96.68,2.33,411,2.43,89.78,7.79,712,1.83,92.7,5.48
executiveProducer,7193,many,Q4,1,0.0,100.0,0.0,4,0.0,100.0,0.0,5,0.0,100.0,0.0
executiveProducer,7193,many,Q3,1,0.0,100.0,0.0,4,0.0,100.0,0.0,5,0.0,100.0,0.0
executiveProducer,7193,many,Q2,1,0.0,100.0,0.0,4,0.0,100.0,0.0,5,0.0,100.0,0.0
executiveProducer,7193,many,Q1,0,0.0,0.0,0.0,2,0.0,100.0,0.0,2,0.0,100.0,0.0
executiveProducer,7193,single,Q4,404,2.48,89.6,7.92,715,1.12,79.16,19.72,1119,1.61,82.93,15.46
executiveProducer,7193,single,Q3,404,2.48,89.11,8.42,715,2.52,80.98,16.5,1119,2.5,83.91,13.58
executiveProducer,7193,single,Q2,404,5.2,88.37,6.44,715,2.94,82.8,14.27,1119,3.75,84.81,11.44
executiveProducer,7193,single,Q1,404,5.69,88.61,5.69,714,6.44,78.71,14.85,1118,6.17,82.29,11.54
narrator,1897,few,Q4,64,0.0,90.62,9.38,56,0.0,83.93,16.07,120,0.0,87.5,12.5
narrator,1897,few,Q3,64,0.0,95.31,4.69,56,0.0,85.71,14.29,120,0.0,90.83,9.17
narrator,1897,few,Q2,64,0.0,100.0,0.0,56,0.0,85.71,14.29,120,0.0,93.33,6.67
narrator,1897,few,Q1,62,0.0,100.0,0.0,53,0.0,88.68,11.32,115,0.0,94.78,5.22
narrator,1897,many,Q4,2,0.0,50.0,50.0,3,0.0,100.0,0.0,5,0.0,80.0,20.0
narrator,1897,many,Q3,2,0.0,50.0,50.0,3,0.0,100.0,0.0,5,0.0,80.0,20.0
narrator,1897,many,Q2,2,0.0,100.0,0.0,3,0.0,100.0,0.0,5,0.0,100.0,0.0
narrator,1897,many,Q1,2,0.0,50.0,50.0,2,0.0,100.0,0.0,4,0.0,75.0,25.0
narrator,1897,single,Q4,224,0.0,90.62,9.38,324,0.93,81.48,17.59,548,0.55,85.22,14.23
narrator,1897,single,Q3,224,0.45,87.5,12.05,324,2.78,77.78,19.44,548,1.82,81.75,16.42
narrator,1897,single,Q2,224,1.34,91.52,7.14,324,4.63,82.41,12.96,548,3.28,86.13,10.58
narrator,1897,single,Q1,221,1.81,92.31,5.88,323,4.64,83.9,11.46,544,3.49,87.32,9.19
presenter,6955,few,Q4,312,0.64,94.55,4.81,337,0.3,89.02,10.68,649,0.46,91.68,7.86
presenter,6955,few,Q3,312,0.0,93.59,6.41,337,0.89,88.72,10.39,649,0.46,91.06,8.47
presenter,6955,few,Q2,312,0.0,93.59,6.41,337,0.59,88.43,10.98,649,0.31,90.91,8.78
presenter,6955,few,Q1,310,0.65,93.23,6.13,335,0.9,93.43,5.67,645,0.78,93.33,5.89
presenter,6955,many,Q4,3,0.0,100.0,0.0,1,0.0,100.0,0.0,4,0.0,100.0,0.0
presenter,6955,many,Q3,3,0.0,100.0,0.0,1,0.0,100.0,0.0,4,0.0,100.0,0.0
presenter,6955,many,Q2,3,0.0,100.0,0.0,0,0.0,0.0,0.0,3,0.0,100.0,0.0
presenter,6955,single,Q4,695,1.73,86.47,11.8,735,8.98,78.5,12.52,1430,5.45,82.38,12.17
presenter,6955,single,Q3,695,2.45,86.04,11.51,735,9.8,79.18,11.02,1430,6.22,82.52,11.26
presenter,6955,single,Q2,695,2.88,85.18,11.94,735,10.75,77.14,12.11,1430,6.92,81.05,12.03
presenter,6955,single,Q1,695,4.32,85.61,10.07,733,19.24,72.31,8.46,1428,11.97,78.78,9.24
producer,4764,few,Q4,191,0.0,93.19,6.81,211,0.0,91.47,8.53,402,0.0,92.29,7.71
producer,4764,few,Q3,191,0.0,95.29,4.71,211,1.42,86.73,11.85,402,0.75,90.8,8.46
producer,4764,few,Q2,191,0.0,94.76,5.24,211,1.42,87.2,11.37,402,0.75,90.8,8.46
producer,4764,few,Q1,189,0.0,96.3,3.7,210,0.95,90.95,8.1,399,0.5,93.48,6.02
producer,4764,many,Q4,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,many,Q3,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,many,Q2,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,single,Q4,427,0.23,90.16,9.6,714,1.4,82.91,15.69,1141,0.96,85.63,13.41
producer,4764,single,Q3,427,0.94,90.87,8.2,714,0.98,85.01,14.01,1141,0.96,87.2,11.83
producer,4764,single,Q2,427,1.87,92.04,6.09,714,1.68,84.03,14.29,1141,1.75,87.03,11.22
producer,4764,single,Q1,427,2.11,89.93,7.96,714,2.38,84.59,13.03,1141,2.28,86.59,11.13
showJudge,886,few,Q4,27,3.7,92.59,3.7,56,0.0,83.93,16.07,83,1.2,86.75,12.05
showJudge,886,few,Q3,27,3.7,96.3,0.0,56,1.79,85.71,12.5,83,2.41,89.16,8.43
showJudge,886,few,Q2,27,0.0,96.3,3.7,56,0.0,85.71,14.29,83,0.0,89.16,10.84
showJudge,886,few,Q1,25,0.0,96.0,4.0,53,7.55,84.91,7.55,78,5.13,88.46,6.41
showJudge,886,many,Q4,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
showJudge,886,many,Q3,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
showJudge,886,many,Q2,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
showJudge,886,many,Q1,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
showJudge,886,single,Q4,147,2.72,86.39,10.88,56,0.0,82.14,17.86,203,1.97,85.22,12.81
showJudge,886,single,Q3,147,2.72,87.07,10.2,56,1.79,82.14,16.07,203,2.46,85.71,11.82
showJudge,886,single,Q2,147,4.08,88.44,7.48,56,3.57,83.93,12.5,203,3.94,87.19,8.87
showJudge,886,single,Q1,147,4.76,82.99,12.24,55,10.91,76.36,12.73,202,6.44,81.19,12.38
starring,60547,few,Q4,1000,0.1,96.4,3.5,1000,0.6,91.8,7.6,2000,0.35,94.1,5.55
starring,60547,few,Q3,1000,0.0,96.5,3.5,1000,0.7,91.6,7.7,2000,0.35,94.05,5.6
starring,60547,few,Q2,1000,0.0,96.7,3.3,1000,1.2,91.8,7.0,2000,0.6,94.25,5.15
starring,60547,few,Q1,1000,0.1,97.7,2.2,1000,3.1,90.5,6.4,2000,1.6,94.1,4.3
starring,60547,many,Q4,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q3,3,0.0,100.0,0.0,3,0.0,66.67,33.33,6,0.0,83.33,16.67
starring,60547,many,Q2,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q1,2,0.0,100.0,0.0,0,0.0,0.0,0.0,2,0.0,100.0,0.0
starring,60547,single,Q4,1000,0.2,89.6,10.2,968,5.37,85.95,8.68,1968,2.74,87.8,9.45
starring,60547,single,Q3,1000,1.2,90.0,8.8,968,4.75,85.74,9.5,1968,2.95,87.91,9.15
starring,60547,single,Q2,1000,2.2,89.0,8.8,968,6.3,84.3,9.4,1968,4.22,86.69,9.1
starring,60547,single,Q1,1000,4.5,87.9,7.6,968,7.85,84.71,7.44,1968,6.15,86.33,7.52
storyEditor,27,few,Q4,0,0.0,0.0,0.0,27,0.0,85.19,14.81,27,0.0,85.19,14.81
storyEditor,27,few,Q3,0,0.0,0.0,0.0,27,0.0,85.19,14.81,27,0.0,85.19,14.81
storyEditor,27,few,Q2,0,0.0,0.0,0.0,27,0.0,85.19,14.81,27,0.0,85.19,14.81
storyEditor,27,few,Q1,0,0.0,0.0,0.0,27,0.0,77.78,22.22,27,0.0,77.78,22.22
storyEditor,27,many,Q4,28,0.0,89.29,10.71,29,0.0,79.31,20.69,57,0.0,84.21,15.79
storyEditor,27,many,Q3,28,0.0,96.43,3.57,29,0.0,89.66,10.34,57,0.0,92.98,7.02
storyEditor,27,many,Q2,28,0.0,92.86,7.14,29,0.0,82.76,17.24,57,0.0,87.72,12.28
storyEditor,27,many,Q1,26,0.0,92.31,7.69,28,0.0,89.29,10.71,54,0.0,90.74,9.26
storyEditor,27,single,Q4,147,0.68,91.84,7.48,56,0.0,80.36,19.64,203,0.49,88.67,10.84
storyEditor,27,single,Q3,147,0.0,90.48,9.52,56,0.0,91.07,8.93,203,0.0,90.64,9.36
storyEditor,27,single,Q2,147,1.36,91.84,6.8,56,0.0,83.93,16.07,203,0.99,89.66,9.36
storyEditor,27,single,Q1,147,0.0,89.8,10.2,55,0.0,87.27,12.73,202,0.0,89.11,10.89
voice,6364,few,Q4,228,0.0,98.68,1.32,283,0.0,83.39,16.61,511,0.0,90.22,9.78
voice,6364,few,Q3,228,0.0,97.37,2.63,283,0.71,84.81,14.49,511,0.39,90.41,9.2
voice,6364,few,Q2,228,0.0,97.37,2.63,283,0.0,85.16,14.84,511,0.0,90.61,9.39
voice,6364,few,Q1,228,0.0,98.68,1.32,281,0.36,88.26,11.39,509,0.2,92.93,6.88
voice,6364,many,Q4,1,0.0,100.0,0.0,2,0.0,50.0,50.0,3,0.0,66.67,33.33
voice,6364,many,Q3,1,0.0,100.0,0.0,2,0.0,50.0,50.0,3,0.0,66.67,33.33
voice,6364,many,Q2,0,0.0,0.0,0.0,2,0.0,100.0,0.0,2,0.0,100.0,0.0
voice,6364,single,Q4,382,0.52,96.34,3.14,69,0.0,88.41,11.59,451,0.44,95.12,4.43
voice,6364,single,Q3,382,0.79,95.81,3.4,69,1.45,76.81,21.74,451,0.89,92.9,6.21
voice,6364,single,Q2,382,0.79,96.07,3.14,69,1.45,86.96,11.59,451,0.89,94.68,4.43
voice,6364,single,Q1,380,2.11,93.68,4.21,68,2.94,86.76,10.29,448,2.23,92.63,5.13
ALL,-,total,-,32601,1.41,92.01,6.58,40292,3.74,82.58,13.68,72893,2.7,86.8,10.5
