predicate,freq,Cardinality Class,PR_quartile,n_ow,OW accuracy,OW hallucination,OW unsure,n_sw,SW accuracy,SW hallucination,SW unsure,n_total,Total accuracy,Total hallucination,Total unsure
creator,6755,few,Q1,272,1.47,94.12,4.41,270,10.37,79.26,10.37,542,5.9,86.72,7.38
creator,6755,many,Q4,1,0.0,100.0,0.0,2,50.0,50.0,0.0,3,33.33,66.67,0.0
creator,6755,many,Q3,1,0.0,100.0,0.0,2,50.0,50.0,0.0,3,33.33,66.67,0.0
creator,6755,many,Q2,1,0.0,100.0,0.0,2,0.0,100.0,0.0,3,0.0,100.0,0.0
creator,6755,many,Q1,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
creator,6755,single,Q4,567,2.29,93.47,4.23,1000,5.1,85.1,9.8,1567,4.08,88.13,7.79
creator,6755,single,Q3,567,3.53,93.65,2.82,1000,3.5,86.2,10.3,1567,3.51,88.9,7.59
creator,6755,single,Q2,567,4.59,91.36,4.06,1000,8.7,81.7,9.6,1567,7.21,85.19,7.59
creator,6755,single,Q1,564,6.21,90.07,3.72,1000,14.3,79.2,6.5,1564,11.38,83.12,5.5
director,8321,few,Q4,355,0.0,83.1,16.9,281,0.0,82.92,17.08,636,0.0,83.02,16.98
director,8321,few,Q3,355,0.28,84.23,15.49,281,0.36,82.21,17.44,636,0.31,83.33,16.35
director,8321,few,Q2,355,0.0,81.41,18.59,281,1.07,87.9,11.03,636,0.47,84.28,15.25
director,8321,few,Q1,354,0.0,89.55,10.45,278,1.08,84.17,14.75,632,0.47,87.18,12.34
director,8321,many,Q4,2,0.0,100.0,0.0,2,0.0,100.0,0.0,4,0.0,100.0,0.0
director,8321,many,Q3,2,0.0,100.0,0.0,2,0.0,100.0,0.0,4,0.0,100.0,0.0
director,8321,many,Q2,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
director,8321,single,Q4,406,0.74,89.66,9.61,1000,2.8,84.9,12.3,1406,2.2,86.27,11.52
director,8321,single,Q3,406,0.25,89.41,10.34,1000,1.1,85.2,13.7,1406,0.85,86.42,12.73
director,8321,single,Q2,406,0.49,90.39,9.11,1000,2.2,84.5,13.3,1406,1.71,86.2,12.09
director,8321,single,Q1,405,1.48,92.35,6.17,1000,4.3,86.2,9.5,1405,3.49,87.97,8.54
executiveProducer,7193,few,Q4,302,0.0,93.38,6.62,411,0.0,82.0,18.0,713,0.0,86.82,13.18
executiveProducer,7193,few,Q3,302,0.0,92.05,7.95,411,0.97,85.89,13.14,713,0.56,88.5,10.94
executiveProducer,7193,few,Q2,302,0.66,94.37,4.97,411,2.92,87.83,9.25,713,1.96,90.6,7.43
executiveProducer,7193,few,Q1,301,1.33,93.69,4.98,411,2.68,91.24,6.08,712,2.11,92.28,5.62
executiveProducer,7193,many,Q4,1,0.0,100.0,0.0,4,0.0,100.0,0.0,5,0.0,100.0,0.0
executiveProducer,7193,many,Q3,1,0.0,100.0,0.0,4,0.0,100.0,0.0,5,0.0,100.0,0.0
executiveProducer,7193,many,Q2,1,0.0,100.0,0.0,4,0.0,100.0,0.0,5,0.0,100.0,0.0
executiveProducer,7193,many,Q1,0,0.0,0.0,0.0,2,0.0,100.0,0.0,2,0.0,100.0,0.0
executiveProducer,7193,single,Q4,404,0.74,92.82,6.44,715,1.96,85.87,12.17,1119,1.52,88.38,10.1
executiveProducer,7193,single,Q3,404,3.22,91.58,5.2,715,3.22,86.57,10.21,1119,3.22,88.38,8.4
executiveProducer,7193,single,Q2,404,2.72,90.59,6.68,715,4.76,88.39,6.85,1119,4.02,89.19,6.79
executiveProducer,7193,single,Q1,404,5.69,87.87,6.44,714,7.56,86.69,5.74,1118,6.89,87.12,5.99
narrator,1897,few,Q4,64,0.0,87.5,12.5,56,0.0,91.07,8.93,120,0.0,89.17,10.83
narrator,1897,few,Q3,64,0.0,95.31,4.69,56,0.0,87.5,12.5,120,0.0,91.67,8.33
narrator,1897,few,Q2,64,0.0,96.88,3.12,56,0.0,92.86,7.14,120,0.0,95.0,5.0
narrator,1897,few,Q1,62,0.0,95.16,4.84,53,0.0,88.68,11.32,115,0.0,92.17,7.83
narrator,1897,many,Q4,2,0.0,50.0,50.0,3,0.0,100.0,0.0,5,0.0,80.0,20.0
narrator,1897,many,Q3,2,0.0,100.0,0.0,3,0.0,100.0,0.0,5,0.0,100.0,0.0
narrator,1897,many,Q2,2,0.0,100.0,0.0,3,0.0,100.0,0.0,5,0.0,100.0,0.0
narrator,1897,many,Q1,2,0.0,100.0,0.0,2,0.0,100.0,0.0,4,0.0,100.0,0.0
narrator,1897,single,Q4,224,0.45,94.2,5.36,324,0.93,82.41,16.67,548,0.73,87.23,12.04
narrator,1897,single,Q3,224,1.79,95.98,2.23,324,3.4,81.79,14.81,548,2.74,87.59,9.67
narrator,1897,single,Q2,224,1.34,97.32,1.34,324,4.32,81.79,13.89,548,3.1,88.14,8.76
narrator,1897,single,Q1,221,1.81,96.83,1.36,323,2.79,87.62,9.6,544,2.39,91.36,6.25
presenter,6955,few,Q4,312,0.0,95.19,4.81,337,0.3,91.39,8.31,649,0.15,93.22,6.63
presenter,6955,few,Q3,312,0.64,96.15,3.21,337,0.89,91.69,7.42,649,0.77,93.84,5.39
presenter,6955,few,Q2,312,0.0,94.87,5.13,337,0.59,91.99,7.42,649,0.31,93.37,6.32
presenter,6955,few,Q1,310,0.65,94.84,4.52,335,2.39,92.24,5.37,645,1.55,93.49,4.96
presenter,6955,many,Q4,3,0.0,100.0,0.0,1,0.0,100.0,0.0,4,0.0,100.0,0.0
presenter,6955,many,Q3,3,0.0,66.67,33.33,1,0.0,100.0,0.0,4,0.0,75.0,25.0
presenter,6955,many,Q2,3,0.0,100.0,0.0,0,0.0,0.0,0.0,3,0.0,100.0,0.0
presenter,6955,single,Q4,695,1.87,91.94,6.19,735,12.93,81.36,5.71,1430,7.55,86.5,5.94
presenter,6955,single,Q3,695,2.88,92.81,4.32,735,11.7,80.82,7.48,1430,7.41,86.64,5.94
presenter,6955,single,Q2,695,3.6,93.09,3.31,735,13.61,80.14,6.26,1430,8.74,86.43,4.83
presenter,6955,single,Q1,695,5.47,89.78,4.75,733,24.42,73.26,2.32,1428,15.2,81.3,3.5
producer,4764,few,Q4,191,0.0,83.25,16.75,211,0.47,85.31,14.22,402,0.25,84.33,15.42
producer,4764,few,Q3,191,0.52,86.91,12.57,211,0.95,82.94,16.11,402,0.75,84.83,14.43
producer,4764,few,Q2,191,0.0,83.77,16.23,211,0.95,83.41,15.64,402,0.5,83.58,15.92
producer,4764,few,Q1,189,0.0,91.01,8.99,210,3.81,89.52,6.67,399,2.01,90.23,7.77
producer,4764,many,Q4,2,0.0,50.0,50.0,1,0.0,100.0,0.0,3,0.0,66.67,33.33
producer,4764,many,Q3,2,0.0,100.0,0.0,1,100.0,0.0,0.0,3,33.33,66.67,0.0
producer,4764,many,Q2,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,single,Q4,427,0.23,89.23,10.54,714,1.26,85.85,12.89,1141,0.88,87.12,12.01
producer,4764,single,Q3,427,1.41,89.93,8.67,714,1.26,84.87,13.87,1141,1.31,86.77,11.92
producer,4764,single,Q2,427,1.64,92.27,6.09,714,2.66,83.61,13.73,1141,2.28,86.85,10.87
producer,4764,single,Q1,427,3.75,89.23,7.03,714,3.78,86.69,9.52,1141,3.77,87.64,8.59
showJudge,886,few,Q4,27,3.7,85.19,11.11,56,0.0,82.14,17.86,83,1.2,83.13,15.66
showJudge,886,few,Q3,27,7.41,85.19,7.41,56,0.0,91.07,8.93,83,2.41,89.16,8.43
showJudge,886,few,Q2,27,3.7,92.59,3.7,56,0.0,80.36,19.64,83,1.2,84.34,14.46
showJudge,886,few,Q1,25,4.0,96.0,0.0,53,3.77,79.25,16.98,78,3.85,84.62,11.54
showJudge,886,many,Q4,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
showJudge,886,many,Q3,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
showJudge,886,many,Q2,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
showJudge,886,many,Q1,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
showJudge,886,single,Q4,147,0.68,94.56,4.76,56,0.0,92.86,7.14,203,0.49,94.09,5.42
showJudge,886,single,Q3,147,4.76,91.16,4.08,56,1.79,94.64,3.57,203,3.94,92.12,3.94
showJudge,886,single,Q2,147,6.12,90.48,3.4,56,1.79,89.29,8.93,203,4.93,90.15,4.93
showJudge,886,single,Q1,147,5.44,89.12,5.44,55,9.09,80.0,10.91,202,6.44,86.63,6.93
starring,60547,few,Q4,1000,0.0,92.7,7.3,1000,0.7,88.9,10.4,2000,0.35,90.8,8.85
starring,60547,few,Q3,1000,0.4,93.9,5.7,1000,0.8,86.8,12.4,2000,0.6,90.35,9.05
starring,60547,few,Q2,1000,0.4,93.9,5.7,1000,0.8,91.5,7.7,2000,0.6,92.7,6.7
starring,60547,few,Q1,1000,0.6,95.0,4.4,1000,2.1,91.2,6.7,2000,1.35,93.1,5.55
starring,60547,many,Q4,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q3,3,0.0,100.0,0.0,3,0.0,66.67,33.33,6,0.0,83.33,16.67
starring,60547,many,Q2,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q1,2,0.0,100.0,0.0,0,0.0,0.0,0.0,2,0.0,100.0,0.0
starring,60547,single,Q4,1000,0.4,94.8,4.8,968,6.3,83.16,10.54,1968,3.3,89.08,7.62
starring,60547,single,Q3,1000,2.3,94.2,3.5,968,6.51,83.78,9.71,1968,4.37,89.08,6.55
starring,60547,single,Q2,1000,2.6,94.4,3.0,968,6.3,81.51,12.19,1968,4.42,88.06,7.52
starring,60547,single,Q1,1000,4.8,91.6,3.6,968,8.57,83.99,7.44,1968,6.66,87.86,5.49
storyEditor,27,few,Q4,0,0.0,0.0,0.0,27,0.0,77.78,22.22,27,0.0,77.78,22.22
storyEditor,27,few,Q3,0,0.0,0.0,0.0,27,0.0,85.19,14.81,27,0.0,85.19,14.81
storyEditor,27,few,Q2,0,0.0,0.0,0.0,27,0.0,77.78,22.22,27,0.0,77.78,22.22
storyEditor,27,few,Q1,0,0.0,0.0,0.0,27,0.0,88.89,11.11,27,0.0,88.89,11.11
storyEditor,27,many,Q4,28,0.0,96.43,3.57,29,0.0,75.86,24.14,57,0.0,85.96,14.04
storyEditor,27,many,Q3,28,0.0,85.71,14.29,29,0.0,68.97,31.03,57,0.0,77.19,22.81
storyEditor,27,many,Q2,28,0.0,89.29,10.71,29,0.0,68.97,31.03,57,0.0,78.95,21.05
storyEditor,27,many,Q1,26,0.0,96.15,3.85,28,0.0,78.57,21.43,54,0.0,87.04,12.96
storyEditor,27,single,Q4,147,0.0,94.56,5.44,56,0.0,87.5,12.5,203,0.0,92.61,7.39
storyEditor,27,single,Q3,147,0.68,97.96,1.36,56,1.79,87.5,10.71,203,0.99,95.07,3.94
storyEditor,27,single,Q2,147,1.36,97.28,1.36,56,0.0,91.07,8.93,203,0.99,95.57,3.45
storyEditor,27,single,Q1,147,0.68,93.2,6.12,55,0.0,89.09,10.91,202,0.5,92.08,7.43
voice,6364,few,Q4,228,0.0,94.3,5.7,283,0.0,86.22,13.78,511,0.0,89.82,10.18
voice,6364,few,Q3,228,0.0,94.3,5.7,283,0.35,82.69,16.96,511,0.2,87.87,11.94
voice,6364,few,Q2,228,0.44,96.49,3.07,283,0.0,86.57,13.43,511,0.2,91.0,8.81
voice,6364,few,Q1,228,0.44,94.3,5.26,281,0.36,90.39,9.25,509,0.39,92.14,7.47
voice,6364,many,Q4,1,0.0,100.0,0.0,2,0.0,100.0,0.0,3,0.0,100.0,0.0
voice,6364,many,Q3,1,0.0,100.0,0.0,2,0.0,100.0,0.0,3,0.0,100.0,0.0
voice,6364,many,Q2,0,0.0,0.0,0.0,2,0.0,100.0,0.0,2,0.0,100.0,0.0
voice,6364,single,Q4,382,0.79,97.64,1.57,69,0.0,82.61,17.39,451,0.67,95.34,3.99
voice,6364,single,Q3,382,0.52,96.6,2.88,69,2.9,84.06,13.04,451,0.89,94.68,4.43
voice,6364,single,Q2,382,0.79,96.86,2.36,69,1.45,85.51,13.04,451,0.89,95.12,3.99
voice,6364,single,Q1,380,2.89,95.79,1.32,68,4.41,86.76,8.82,448,3.12,94.42,2.46
ALL,-,total,-,32601,1.65,92.23,6.12,40292,4.18,85.13,10.69,72893,3.05,88.3,8.65
