predicate,freq,Cardinality Class,PR_quartile,n_ow,OW accuracy,OW hallucination,OW unsure,n_sw,SW accuracy,SW hallucination,SW unsure,n_total,Total accuracy,Total hallucination,Total unsure
creativeDirector,192,many,Q4,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
creativeDirector,192,single,Q4,13,0.0,100.0,0.0,43,2.33,88.37,9.3,56,1.79,91.07,7.14
creativeDirector,192,single,Q3,13,0.0,100.0,0.0,43,0.0,90.7,9.3,56,0.0,92.86,7.14
creativeDirector,192,single,Q2,13,0.0,100.0,0.0,43,4.65,90.7,4.65,56,3.57,92.86,3.57
creativeDirector,192,single,Q1,13,0.0,100.0,0.0,40,0.0,95.0,5.0,53,0.0,96.23,3.77
creator,6755,few,Q4,272,0.0,99.63,0.37,272,4.04,93.38,2.57,544,2.02,96.51,1.47
creator,6755,few,Q3,272,0.74,99.26,0.0,272,3.31,91.91,4.78,544,2.02,95.59,2.39
creator,6755,few,Q2,272,0.37,99.63,0.0,272,11.4,86.76,1.84,544,5.88,93.2,0.92
creator,6755,few,Q1,272,2.94,96.32,0.74,270,19.26,78.89,1.85,542,11.07,87.64,1.29
creator,6755,many,Q4,1,0.0,100.0,0.0,2,100.0,0.0,0.0,3,66.67,33.33,0.0
creator,6755,many,Q3,1,0.0,100.0,0.0,2,0.0,100.0,0.0,3,0.0,100.0,0.0
creator,6755,many,Q2,1,0.0,100.0,0.0,2,50.0,50.0,0.0,3,33.33,66.67,0.0
creator,6755,many,Q1,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
creator,6755,single,Q4,567,1.41,98.06,0.53,1000,4.3,88.0,7.7,1567,3.25,91.64,5.11
creator,6755,single,Q3,567,3.88,95.24,0.88,1000,3.2,87.2,9.6,1567,3.45,90.11,6.45
creator,6755,single,Q2,567,3.53,95.94,0.53,1000,9.7,83.0,7.3,1567,7.47,87.68,4.85
creator,6755,single,Q1,564,7.09,92.73,0.18,1000,15.0,80.5,4.5,1564,12.15,84.91,2.94
director,8321,few,Q4,355,0.0,97.46,2.54,281,0.36,93.95,5.69,636,0.16,95.91,3.93
director,8321,few,Q3,355,0.0,98.87,1.13,281,0.71,88.97,10.32,636,0.31,94.5,5.19
director,8321,few,Q2,355,0.28,98.87,0.85,281,0.36,93.24,6.41,636,0.31,96.38,3.3
director,8321,few,Q1,354,0.28,99.15,0.56,278,2.88,93.53,3.6,632,1.42,96.68,1.9
director,8321,many,Q4,2,0.0,100.0,0.0,2,0.0,100.0,0.0,4,0.0,100.0,0.0
director,8321,many,Q3,2,0.0,100.0,0.0,2,0.0,100.0,0.0,4,0.0,100.0,0.0
director,8321,many,Q2,1,0.0,100.0,0.0,1,0.0,0.0,100.0,2,0.0,50.0,50.0
director,8321,single,Q4,406,0.74,97.78,1.48,1000,3.0,86.5,10.5,1406,2.35,89.76,7.89
director,8321,single,Q3,406,0.49,98.52,0.99,1000,1.6,85.7,12.7,1406,1.28,89.4,9.32
director,8321,single,Q2,406,0.99,98.52,0.49,1000,2.2,87.5,10.3,1406,1.85,90.68,7.47
director,8321,single,Q1,405,2.72,96.54,0.74,1000,4.8,88.0,7.2,1405,4.2,90.46,5.34
executiveProducer,7193,few,Q4,302,0.0,100.0,0.0,411,0.97,93.92,5.11,713,0.56,96.49,2.95
executiveProducer,7193,few,Q3,302,0.33,99.01,0.66,411,0.97,93.92,5.11,713,0.7,96.07,3.23
executiveProducer,7193,few,Q2,302,0.33,99.01,0.66,411,4.62,92.46,2.92,713,2.81,95.23,1.96
executiveProducer,7193,few,Q1,301,2.99,97.01,0.0,411,2.92,94.4,2.68,712,2.95,95.51,1.54
executiveProducer,7193,many,Q4,1,0.0,100.0,0.0,4,0.0,100.0,0.0,5,0.0,100.0,0.0
executiveProducer,7193,many,Q3,1,0.0,100.0,0.0,4,0.0,100.0,0.0,5,0.0,100.0,0.0
executiveProducer,7193,many,Q2,1,0.0,100.0,0.0,4,0.0,100.0,0.0,5,0.0,100.0,0.0
executiveProducer,7193,many,Q1,0,0.0,0.0,0.0,2,0.0,100.0,0.0,2,0.0,100.0,0.0
executiveProducer,7193,single,Q4,404,1.49,96.53,1.98,715,1.4,90.07,8.53,1119,1.43,92.4,6.17
executiveProducer,7193,single,Q3,404,3.71,95.05,1.24,715,2.24,87.97,9.79,1119,2.77,90.53,6.7
executiveProducer,7193,single,Q2,404,4.46,95.05,0.5,715,3.78,91.33,4.9,1119,4.02,92.67,3.31
executiveProducer,7193,single,Q1,404,7.18,92.57,0.25,714,6.86,89.22,3.92,1118,6.98,90.43,2.59
narrator,1897,few,Q4,64,0.0,98.44,1.56,56,0.0,87.5,12.5,120,0.0,93.33,6.67
narrator,1897,few,Q3,64,0.0,98.44,1.56,56,1.79,62.5,35.71,120,0.83,81.67,17.5
narrator,1897,few,Q2,64,0.0,98.44,1.56,56,0.0,91.07,8.93,120,0.0,95.0,5.0
narrator,1897,few,Q1,62,3.23,96.77,0.0,53,1.89,77.36,20.75,115,2.61,87.83,9.57
narrator,1897,many,Q4,2,0.0,100.0,0.0,3,0.0,66.67,33.33,5,0.0,80.0,20.0
narrator,1897,many,Q3,2,0.0,100.0,0.0,3,0.0,100.0,0.0,5,0.0,100.0,0.0
narrator,1897,many,Q2,2,0.0,100.0,0.0,3,0.0,100.0,0.0,5,0.0,100.0,0.0
narrator,1897,many,Q1,2,0.0,100.0,0.0,2,0.0,100.0,0.0,4,0.0,100.0,0.0
narrator,1897,single,Q4,224,0.0,97.77,2.23,324,0.93,81.48,17.59,548,0.55,88.14,11.31
narrator,1897,single,Q3,224,1.79,95.98,2.23,324,3.7,72.22,24.07,548,2.92,81.93,15.15
narrator,1897,single,Q2,224,2.23,97.32,0.45,324,6.17,76.54,17.28,548,4.56,85.04,10.4
narrator,1897,single,Q1,221,2.71,96.83,0.45,323,7.43,72.14,20.43,544,5.51,82.17,12.32
presenter,6955,few,Q4,312,0.96,98.72,0.32,337,1.19,93.47,5.34,649,1.08,95.99,2.93
presenter,6955,few,Q3,312,1.28,98.72,0.0,337,2.08,91.69,6.23,649,1.69,95.07,3.24
presenter,6955,few,Q2,312,0.96,98.72,0.32,337,2.67,92.88,4.45,649,1.85,95.69,2.47
presenter,6955,few,Q1,310,1.29,98.71,0.0,335,2.09,91.64,6.27,645,1.71,95.04,3.26
presenter,6955,many,Q4,3,0.0,100.0,0.0,1,0.0,100.0,0.0,4,0.0,100.0,0.0
presenter,6955,many,Q3,3,0.0,100.0,0.0,1,0.0,100.0,0.0,4,0.0,100.0,0.0
presenter,6955,many,Q2,3,0.0,100.0,0.0,0,0.0,0.0,0.0,3,0.0,100.0,0.0
presenter,6955,single,Q4,695,2.73,96.83,0.43,735,12.93,81.22,5.85,1430,7.97,88.81,3.22
presenter,6955,single,Q3,695,3.88,95.54,0.58,735,13.06,81.77,5.17,1430,8.6,88.46,2.94
presenter,6955,single,Q2,695,5.04,94.53,0.43,735,14.01,80.95,5.03,1430,9.65,87.55,2.8
presenter,6955,single,Q1,695,5.47,94.53,0.0,733,27.29,69.58,3.14,1428,16.67,81.72,1.61
producer,4764,few,Q4,191,0.0,98.43,1.57,211,1.42,94.31,4.27,402,0.75,96.27,2.99
producer,4764,few,Q3,191,0.0,99.48,0.52,211,0.95,91.94,7.11,402,0.5,95.52,3.98
producer,4764,few,Q2,191,0.0,100.0,0.0,211,3.32,93.84,2.84,402,1.74,96.77,1.49
producer,4764,few,Q1,189,0.0,100.0,0.0,210,8.1,88.57,3.33,399,4.26,93.98,1.75
producer,4764,many,Q4,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,many,Q3,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,many,Q2,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,single,Q4,427,0.23,98.83,0.94,714,1.54,91.74,6.72,1141,1.05,94.39,4.56
producer,4764,single,Q3,427,2.11,96.96,0.94,714,1.68,89.78,8.54,1141,1.84,92.46,5.7
producer,4764,single,Q2,427,1.64,98.13,0.23,714,3.22,90.06,6.72,1141,2.63,93.08,4.29
producer,4764,single,Q1,427,3.28,95.78,0.94,714,4.34,91.6,4.06,1141,3.94,93.16,2.89
showJudge,886,few,Q4,27,0.0,100.0,0.0,56,1.79,73.21,25.0,83,1.2,81.93,16.87
showJudge,886,few,Q3,27,3.7,96.3,0.0,56,1.79,85.71,12.5,83,2.41,89.16,8.43
showJudge,886,few,Q2,27,3.7,96.3,0.0,56,0.0,71.43,28.57,83,1.2,79.52,19.28
showJudge,886,few,Q1,25,12.0,88.0,0.0,53,5.66,88.68,5.66,78,7.69,88.46,3.85
showJudge,886,many,Q4,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
showJudge,886,many,Q3,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
showJudge,886,many,Q2,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
showJudge,886,many,Q1,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
showJudge,886,single,Q4,147,3.4,96.6,0.0,56,0.0,85.71,14.29,203,2.46,93.6,3.94
showJudge,886,single,Q3,147,6.12,93.88,0.0,56,5.36,85.71,8.93,203,5.91,91.63,2.46
showJudge,886,single,Q2,147,7.48,92.52,0.0,56,7.14,89.29,3.57,203,7.39,91.63,0.99
showJudge,886,single,Q1,147,6.8,93.2,0.0,55,1.82,87.27,10.91,202,5.45,91.58,2.97
starring,60547,few,Q4,1000,0.0,98.0,2.0,1000,0.6,70.5,28.9,2000,0.3,84.25,15.45
starring,60547,few,Q3,1000,0.2,98.4,1.4,1000,0.5,70.3,29.2,2000,0.35,84.35,15.3
starring,60547,few,Q2,1000,0.2,99.3,0.5,1000,1.4,76.8,21.8,2000,0.8,88.05,11.15
starring,60547,few,Q1,1000,0.3,99.5,0.2,1000,4.1,77.6,18.3,2000,2.2,88.55,9.25
starring,60547,many,Q4,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q3,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q2,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q1,2,0.0,100.0,0.0,0,0.0,0.0,0.0,2,0.0,100.0,0.0
starring,60547,single,Q4,1000,0.7,98.0,1.3,968,6.3,61.05,32.64,1968,3.46,79.83,16.72
starring,60547,single,Q3,1000,1.4,97.9,0.7,968,6.2,61.88,31.92,1968,3.76,80.18,16.06
starring,60547,single,Q2,1000,2.0,96.9,1.1,968,7.23,67.56,25.21,1968,4.57,82.47,12.96
starring,60547,single,Q1,1000,4.5,94.6,0.9,968,9.3,66.32,24.38,1968,6.86,80.69,12.45
storyEditor,27,few,Q4,0,0.0,0.0,0.0,27,0.0,77.78,22.22,27,0.0,77.78,22.22
storyEditor,27,few,Q3,0,0.0,0.0,0.0,27,0.0,70.37,29.63,27,0.0,70.37,29.63
storyEditor,27,few,Q2,0,0.0,0.0,0.0,27,0.0,77.78,22.22,27,0.0,77.78,22.22
storyEditor,27,few,Q1,0,0.0,0.0,0.0,27,0.0,92.59,7.41,27,0.0,92.59,7.41
storyEditor,27,many,Q4,28,0.0,100.0,0.0,29,0.0,75.86,24.14,57,0.0,87.72,12.28
storyEditor,27,many,Q3,28,7.14,92.86,0.0,29,0.0,72.41,27.59,57,3.51,82.46,14.04
storyEditor,27,many,Q2,28,0.0,100.0,0.0,29,0.0,79.31,20.69,57,0.0,89.47,10.53
storyEditor,27,many,Q1,26,0.0,96.15,3.85,28,0.0,78.57,21.43,54,0.0,87.04,12.96
storyEditor,27,single,Q4,147,2.04,97.96,0.0,56,0.0,69.64,30.36,203,1.48,90.15,8.37
storyEditor,27,single,Q3,147,3.4,96.6,0.0,56,1.79,71.43,26.79,203,2.96,89.66,7.39
storyEditor,27,single,Q2,147,2.72,96.6,0.68,56,0.0,82.14,17.86,203,1.97,92.61,5.42
storyEditor,27,single,Q1,147,0.0,100.0,0.0,55,0.0,85.45,14.55,202,0.0,96.04,3.96
voice,6364,few,Q4,228,0.0,100.0,0.0,283,0.35,84.81,14.84,511,0.2,91.59,8.22
voice,6364,few,Q3,228,0.0,100.0,0.0,283,0.0,78.45,21.55,511,0.0,88.06,11.94
voice,6364,few,Q2,228,0.88,99.12,0.0,283,1.77,89.05,9.19,511,1.37,93.54,5.09
voice,6364,few,Q1,228,0.44,99.56,0.0,281,3.2,90.39,6.41,509,1.96,94.5,3.54
voice,6364,many,Q4,1,0.0,100.0,0.0,2,0.0,50.0,50.0,3,0.0,66.67,33.33
voice,6364,many,Q3,1,0.0,100.0,0.0,2,0.0,50.0,50.0,3,0.0,66.67,33.33
voice,6364,many,Q2,0,0.0,0.0,0.0,2,0.0,50.0,50.0,2,0.0,50.0,50.0
voice,6364,single,Q4,382,0.0,100.0,0.0,69,2.9,91.3,5.8,451,0.44,98.67,0.89
voice,6364,single,Q3,382,1.57,98.43,0.0,69,1.45,92.75,5.8,451,1.55,97.56,0.89
voice,6364,single,Q2,382,1.05,98.69,0.26,69,0.0,91.3,8.7,451,0.89,97.56,1.55
voice,6364,single,Q1,380,4.21,95.79,0.0,68,10.29,83.82,5.88,448,5.13,93.97,0.89
ALL,-,total,-,32601,1.85,97.39,0.76,40292,4.76,83.65,11.59,72893,3.46,89.79,6.75
