predicate,freq,Cardinality Class,PR_quartile,n_ow,OW accuracy,OW hallucination,OW unsure,n_sw,SW accuracy,SW hallucination,SW unsure,n_total,Total accuracy,Total hallucination,Total unsure
executiveProducer,7193,single,Q3,404,5.2,94.8,0.0,715,5.59,94.41,0.0,1119,5.45,94.55,0.0
executiveProducer,7193,single,Q2,404,7.43,92.57,0.0,715,8.81,91.19,0.0,1119,8.31,91.69,0.0
executiveProducer,7193,single,Q1,404,7.67,92.33,0.0,714,16.11,83.89,0.0,1118,13.06,86.94,0.0
narrator,1897,few,Q4,64,0.0,100.0,0.0,56,0.0,100.0,0.0,120,0.0,100.0,0.0
narrator,1897,few,Q3,64,1.56,98.44,0.0,56,0.0,100.0,0.0,120,0.83,99.17,0.0
narrator,1897,few,Q2,64,0.0,100.0,0.0,56,0.0,100.0,0.0,120,0.0,100.0,0.0
narrator,1897,few,Q1,62,0.0,100.0,0.0,53,3.77,96.23,0.0,115,1.74,98.26,0.0
narrator,1897,many,Q4,2,0.0,100.0,0.0,3,0.0,100.0,0.0,5,0.0,100.0,0.0
narrator,1897,many,Q3,2,0.0,100.0,0.0,3,0.0,100.0,0.0,5,0.0,100.0,0.0
narrator,1897,many,Q2,2,0.0,100.0,0.0,3,0.0,100.0,0.0,5,0.0,100.0,0.0
narrator,1897,many,Q1,2,0.0,100.0,0.0,2,0.0,100.0,0.0,4,0.0,100.0,0.0
narrator,1897,single,Q4,224,1.34,98.66,0.0,324,5.56,94.44,0.0,548,3.83,96.17,0.0
narrator,1897,single,Q3,224,1.34,98.66,0.0,324,5.56,94.44,0.0,548,3.83,96.17,0.0
narrator,1897,single,Q2,224,1.79,98.21,0.0,324,9.26,90.74,0.0,548,6.2,93.8,0.0
narrator,1897,single,Q1,221,2.26,97.74,0.0,323,10.84,89.16,0.0,544,7.35,92.65,0.0
presenter,6955,few,Q4,312,1.28,98.72,0.0,337,2.67,97.33,0.0,649,2.0,98.0,0.0
presenter,6955,few,Q3,312,1.6,98.4,0.0,337,1.19,98.81,0.0,649,1.39,98.61,0.0
presenter,6955,few,Q2,312,1.28,98.72,0.0,337,2.67,97.33,0.0,649,2.0,98.0,0.0
presenter,6955,few,Q1,310,2.26,97.74,0.0,335,5.07,94.93,0.0,645,3.72,96.28,0.0
presenter,6955,many,Q4,3,0.0,100.0,0.0,1,0.0,100.0,0.0,4,0.0,100.0,0.0
presenter,6955,many,Q3,3,0.0,100.0,0.0,1,0.0,100.0,0.0,4,0.0,100.0,0.0
presenter,6955,many,Q2,3,0.0,100.0,0.0,0,0.0,0.0,0.0,3,0.0,100.0,0.0
presenter,6955,single,Q4,695,4.03,95.97,0.0,735,15.92,84.08,0.0,1430,10.14,89.86,0.0
presenter,6955,single,Q3,695,5.61,94.39,0.0,735,15.78,84.22,0.0,1430,10.84,89.16,0.0
presenter,6955,single,Q2,695,7.77,92.23,0.0,735,18.1,81.77,0.14,1430,13.08,86.85,0.07
presenter,6955,single,Q1,695,8.06,91.94,0.0,733,30.42,69.58,0.0,1428,19.54,80.46,0.0
producer,4764,few,Q4,191,0.0,100.0,0.0,211,2.84,97.16,0.0,402,1.49,98.51,0.0
producer,4764,few,Q3,191,0.0,100.0,0.0,211,2.84,97.16,0.0,402,1.49,98.51,0.0
producer,4764,few,Q2,191,0.0,100.0,0.0,211,6.64,93.36,0.0,402,3.48,96.52,0.0
producer,4764,few,Q1,189,0.53,99.47,0.0,210,12.38,87.62,0.0,399,6.77,93.23,0.0
producer,4764,many,Q4,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,many,Q3,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,many,Q2,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,single,Q4,427,1.17,98.83,0.0,714,3.78,96.22,0.0,1141,2.8,97.2,0.0
producer,4764,single,Q3,427,2.34,97.66,0.0,714,2.8,97.2,0.0,1141,2.63,97.37,0.0
producer,4764,single,Q2,427,3.04,96.96,0.0,714,4.9,95.1,0.0,1141,4.21,95.79,0.0
producer,4764,single,Q1,427,2.81,97.19,0.0,714,9.38,90.62,0.0,1141,6.92,93.08,0.0
showJudge,886,few,Q4,27,3.7,96.3,0.0,56,1.79,98.21,0.0,83,2.41,97.59,0.0
showJudge,886,few,Q3,27,11.11,88.89,0.0,56,3.57,96.43,0.0,83,6.02,93.98,0.0
showJudge,886,few,Q2,27,7.41,92.59,0.0,56,0.0,100.0,0.0,83,2.41,97.59,0.0
showJudge,886,few,Q1,25,4.0,96.0,0.0,53,9.43,90.57,0.0,78,7.69,92.31,0.0
showJudge,886,many,Q4,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
showJudge,886,many,Q3,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
showJudge,886,many,Q2,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
showJudge,886,many,Q1,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
showJudge,886,single,Q4,147,4.08,95.92,0.0,56,3.57,96.43,0.0,203,3.94,96.06,0.0
showJudge,886,single,Q3,147,13.61,86.39,0.0,56,5.36,94.64,0.0,203,11.33,88.67,0.0
showJudge,886,single,Q2,147,10.2,89.8,0.0,56,1.79,98.21,0.0,203,7.88,92.12,0.0
showJudge,886,single,Q1,147,10.88,89.12,0.0,55,10.91,89.09,0.0,202,10.89,89.11,0.0
starring,60547,few,Q4,1000,0.1,99.9,0.0,1000,2.1,97.9,0.0,2000,1.1,98.9,0.0
starring,60547,few,Q3,1000,0.6,99.4,0.0,1000,1.6,98.4,0.0,2000,1.1,98.9,0.0
starring,60547,few,Q2,1000,0.5,99.5,0.0,1000,2.0,97.9,0.1,2000,1.25,98.7,0.05
starring,60547,few,Q1,1000,0.9,99.1,0.0,1000,4.8,95.1,0.1,2000,2.85,97.1,0.05
starring,60547,many,Q4,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q3,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q2,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q1,2,0.0,100.0,0.0,0,0.0,0.0,0.0,2,0.0,100.0,0.0
starring,60547,single,Q4,1000,1.6,98.4,0.0,968,12.91,86.78,0.31,1968,7.16,92.68,0.15
starring,60547,single,Q3,1000,4.9,95.1,0.0,968,11.88,87.91,0.21,1968,8.33,91.57,0.1
starring,60547,single,Q2,1000,3.7,96.3,0.0,968,11.16,88.64,0.21,1968,7.37,92.53,0.1
starring,60547,single,Q1,1000,7.3,92.7,0.0,968,14.98,84.81,0.21,1968,11.08,88.82,0.1
storyEditor,27,few,Q4,0,0.0,0.0,0.0,27,0.0,100.0,0.0,27,0.0,100.0,0.0
storyEditor,27,few,Q3,0,0.0,0.0,0.0,27,0.0,100.0,0.0,27,0.0,100.0,0.0
storyEditor,27,few,Q2,0,0.0,0.0,0.0,27,0.0,100.0,0.0,27,0.0,100.0,0.0
storyEditor,27,few,Q1,0,0.0,0.0,0.0,27,0.0,100.0,0.0,27,0.0,100.0,0.0
storyEditor,27,many,Q4,28,0.0,100.0,0.0,29,0.0,100.0,0.0,57,0.0,100.0,0.0
storyEditor,27,many,Q3,28,7.14,92.86,0.0,29,0.0,100.0,0.0,57,3.51,96.49,0.0
storyEditor,27,many,Q2,28,0.0,100.0,0.0,29,0.0,100.0,0.0,57,0.0,100.0,0.0
storyEditor,27,many,Q1,26,0.0,100.0,0.0,28,0.0,100.0,0.0,54,0.0,100.0,0.0
storyEditor,27,single,Q4,147,0.68,99.32,0.0,56,1.79,98.21,0.0,203,0.99,99.01,0.0
storyEditor,27,single,Q3,147,3.4,96.6,0.0,56,3.57,96.43,0.0,203,3.45,96.55,0.0
storyEditor,27,single,Q2,147,2.72,97.28,0.0,56,0.0,100.0,0.0,203,1.97,98.03,0.0
storyEditor,27,single,Q1,147,1.36,98.64,0.0,55,3.64,96.36,0.0,202,1.98,98.02,0.0
voice,6364,few,Q4,228,0.0,100.0,0.0,283,0.35,99.65,0.0,511,0.2,99.8,0.0
voice,6364,few,Q3,228,0.0,100.0,0.0,283,1.06,98.59,0.35,511,0.59,99.22,0.2
voice,6364,few,Q2,228,0.44,99.56,0.0,283,0.71,99.29,0.0,511,0.59,99.41,0.0
voice,6364,few,Q1,228,0.88,99.12,0.0,281,3.56,96.44,0.0,509,2.36,97.64,0.0
voice,6364,many,Q4,1,0.0,100.0,0.0,2,0.0,100.0,0.0,3,0.0,100.0,0.0
voice,6364,many,Q3,1,0.0,100.0,0.0,2,0.0,100.0,0.0,3,0.0,100.0,0.0
voice,6364,many,Q2,0,0.0,0.0,0.0,2,0.0,100.0,0.0,2,0.0,100.0,0.0
voice,6364,single,Q4,382,1.05,98.95,0.0,69,1.45,98.55,0.0,451,1.11,98.89,0.0
voice,6364,single,Q3,382,1.57,98.43,0.0,69,5.8,94.2,0.0,451,2.22,97.78,0.0
voice,6364,single,Q2,382,3.14,96.86,0.0,69,2.9,97.1,0.0,451,3.1,96.9,0.0
voice,6364,single,Q1,380,5.26,94.74,0.0,68,14.71,85.29,0.0,448,6.7,93.3,0.0
ALL,-,total,-,32601,3.03,96.97,0.0,40292,9.58,90.37,0.06,72893,6.65,93.32,0.03
