predicate,freq,Cardinality Class,PR_quartile,n_ow,OW accuracy,OW hallucination,OW unsure,n_sw,SW accuracy,SW hallucination,SW unsure,n_total,Total accuracy,Total hallucination,Total unsure
creativeDirector,192,few,Q3,4,0.0,100.0,0.0,3,0.0,0.0,100.0,7,0.0,57.14,42.86
creativeDirector,192,few,Q2,4,0.0,100.0,0.0,3,0.0,66.67,33.33,7,0.0,85.71,14.29
creativeDirector,192,few,Q1,4,0.0,75.0,25.0,0,0.0,0.0,0.0,4,0.0,75.0,25.0
creativeDirector,192,many,Q4,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
creativeDirector,192,single,Q4,13,7.69,92.31,0.0,43,2.33,46.51,51.16,56,3.57,57.14,39.29
creativeDirector,192,single,Q3,13,0.0,100.0,0.0,43,2.33,51.16,46.51,56,1.79,62.5,35.71
creativeDirector,192,single,Q2,13,0.0,100.0,0.0,43,0.0,60.47,39.53,56,0.0,69.64,30.36
creativeDirector,192,single,Q1,13,0.0,100.0,0.0,40,0.0,67.5,32.5,53,0.0,75.47,24.53
creator,6755,few,Q4,272,0.37,98.53,1.1,272,2.94,81.25,15.81,544,1.65,89.89,8.46
creator,6755,few,Q3,272,1.1,98.16,0.74,272,3.31,73.9,22.79,544,2.21,86.03,11.76
creator,6755,few,Q2,272,1.47,98.16,0.37,272,11.76,78.31,9.93,544,6.62,88.24,5.15
creator,6755,few,Q1,272,2.57,95.59,1.84,270,18.52,62.22,19.26,542,10.52,78.97,10.52
creator,6755,many,Q4,1,0.0,100.0,0.0,2,50.0,50.0,0.0,3,33.33,66.67,0.0
creator,6755,many,Q3,1,0.0,100.0,0.0,2,50.0,50.0,0.0,3,33.33,66.67,0.0
creator,6755,many,Q2,1,0.0,100.0,0.0,2,50.0,50.0,0.0,3,33.33,66.67,0.0
creator,6755,many,Q1,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
creator,6755,single,Q4,567,1.94,96.3,1.76,1000,4.2,78.5,17.3,1567,3.38,84.94,11.68
creator,6755,single,Q3,567,4.06,94.71,1.23,1000,3.5,71.2,25.3,1567,3.7,79.71,16.59
creator,6755,single,Q2,567,4.94,93.12,1.94,1000,10.7,67.5,21.8,1567,8.62,76.77,14.61
creator,6755,single,Q1,564,10.11,88.3,1.6,1000,18.5,64.4,17.1,1564,15.47,73.02,11.51
director,8321,few,Q4,355,0.0,99.15,0.85,281,0.36,72.6,27.05,636,0.16,87.42,12.42
director,8321,few,Q3,355,0.0,99.44,0.56,281,0.0,71.17,28.83,636,0.0,86.95,13.05
director,8321,few,Q2,355,0.0,98.59,1.41,281,0.36,69.75,29.89,636,0.16,85.85,13.99
director,8321,few,Q1,354,0.28,98.59,1.13,278,2.16,70.86,26.98,632,1.11,86.39,12.5
director,8321,many,Q4,2,0.0,100.0,0.0,2,0.0,0.0,100.0,4,0.0,50.0,50.0
director,8321,many,Q3,2,0.0,100.0,0.0,2,0.0,0.0,100.0,4,0.0,50.0,50.0
director,8321,many,Q2,1,0.0,100.0,0.0,1,0.0,0.0,100.0,2,0.0,50.0,50.0
director,8321,single,Q4,406,0.99,97.78,1.23,1000,2.6,81.5,15.9,1406,2.13,86.2,11.66
director,8321,single,Q3,406,0.49,98.52,0.99,1000,1.2,82.1,16.7,1406,1.0,86.84,12.16
director,8321,single,Q2,406,0.99,97.54,1.48,1000,2.5,73.2,24.3,1406,2.06,80.23,17.71
director,8321,single,Q1,405,1.73,95.8,2.47,1000,4.2,67.4,28.4,1405,3.49,75.59,20.93
executiveProducer,7193,few,Q4,302,0.0,99.67,0.33,411,1.22,75.67,23.11,713,0.7,85.83,13.46
executiveProducer,7193,few,Q3,302,0.33,99.67,0.0,411,2.68,78.1,19.22,713,1.68,87.24,11.08
executiveProducer,7193,few,Q2,302,0.99,98.34,0.66,411,6.08,79.32,14.6,713,3.93,87.38,8.7
executiveProducer,7193,few,Q1,301,2.66,97.01,0.33,411,7.3,80.54,12.17,712,5.34,87.5,7.16
executiveProducer,7193,many,Q4,1,0.0,100.0,0.0,4,0.0,100.0,0.0,5,0.0,100.0,0.0
executiveProducer,7193,many,Q3,1,0.0,100.0,0.0,4,0.0,75.0,25.0,5,0.0,80.0,20.0
executiveProducer,7193,many,Q2,1,0.0,100.0,0.0,4,0.0,100.0,0.0,5,0.0,100.0,0.0
executiveProducer,7193,many,Q1,0,0.0,0.0,0.0,2,0.0,100.0,0.0,2,0.0,100.0,0.0
executiveProducer,7193,single,Q4,404,1.49,98.27,0.25,715,1.68,69.79,28.53,1119,1.61,80.07,18.32
executiveProducer,7193,single,Q3,404,4.21,95.54,0.25,715,2.52,59.44,38.04,1119,3.13,72.48,24.4
executiveProducer,7193,single,Q2,404,3.47,96.29,0.25,715,3.92,57.9,38.18,1119,3.75,71.76,24.49
executiveProducer,7193,single,Q1,404,7.67,91.58,0.74,714,7.0,64.57,28.43,1118,7.25,74.33,18.43
narrator,1897,few,Q4,64,0.0,90.62,9.38,56,0.0,48.21,51.79,120,0.0,70.83,29.17
narrator,1897,few,Q3,64,1.56,98.44,0.0,56,0.0,33.93,66.07,120,0.83,68.33,30.83
narrator,1897,few,Q2,64,0.0,93.75,6.25,56,0.0,60.71,39.29,120,0.0,78.33,21.67
narrator,1897,few,Q1,62,0.0,98.39,1.61,53,0.0,45.28,54.72,115,0.0,73.91,26.09
narrator,1897,many,Q4,2,0.0,100.0,0.0,3,0.0,33.33,66.67,5,0.0,60.0,40.0
narrator,1897,many,Q3,2,0.0,100.0,0.0,3,0.0,100.0,0.0,5,0.0,100.0,0.0
narrator,1897,many,Q2,2,0.0,100.0,0.0,3,0.0,33.33,66.67,5,0.0,60.0,40.0
narrator,1897,many,Q1,2,0.0,100.0,0.0,2,0.0,50.0,50.0,4,0.0,75.0,25.0
narrator,1897,single,Q4,224,0.0,96.88,3.12,324,3.09,62.04,34.88,548,1.82,76.28,21.9
narrator,1897,single,Q3,224,0.89,93.3,5.8,324,4.01,54.32,41.67,548,2.74,70.26,27.01
narrator,1897,single,Q2,224,1.34,95.54,3.12,324,8.33,55.56,36.11,548,5.47,71.9,22.63
narrator,1897,single,Q1,221,0.9,97.29,1.81,323,7.12,54.8,38.08,544,4.6,72.06,23.35
presenter,6955,few,Q4,312,1.28,96.47,2.24,337,1.19,60.53,38.28,649,1.23,77.81,20.96
presenter,6955,few,Q3,312,1.92,97.12,0.96,337,2.08,57.27,40.65,649,2.0,76.43,21.57
presenter,6955,few,Q2,312,0.64,97.76,1.6,337,3.26,58.75,37.98,649,2.0,77.5,20.49
presenter,6955,few,Q1,310,2.26,96.13,1.61,335,3.88,56.72,39.4,645,3.1,75.66,21.24
presenter,6955,many,Q4,3,0.0,100.0,0.0,1,0.0,100.0,0.0,4,0.0,100.0,0.0
presenter,6955,many,Q3,3,0.0,100.0,0.0,1,0.0,100.0,0.0,4,0.0,100.0,0.0
presenter,6955,many,Q2,3,0.0,100.0,0.0,0,0.0,0.0,0.0,3,0.0,100.0,0.0
presenter,6955,single,Q4,695,2.59,96.12,1.29,735,14.15,58.37,27.48,1430,8.53,76.71,14.76
presenter,6955,single,Q3,695,4.03,93.24,2.73,735,12.24,56.33,31.43,1430,8.25,74.27,17.48
presenter,6955,single,Q2,695,6.33,91.51,2.16,735,13.74,52.24,34.01,1430,10.14,71.33,18.53
presenter,6955,single,Q1,695,5.76,91.8,2.45,733,27.15,45.98,26.88,1428,16.74,68.28,14.99
producer,4764,few,Q4,191,0.0,99.48,0.52,211,1.9,73.46,24.64,402,1.0,85.82,13.18
producer,4764,few,Q3,191,0.0,100.0,0.0,211,0.47,74.88,24.64,402,0.25,86.82,12.94
producer,4764,few,Q2,191,0.0,100.0,0.0,211,5.21,68.25,26.54,402,2.74,83.33,13.93
producer,4764,few,Q1,189,0.53,98.41,1.06,210,6.67,71.43,21.9,399,3.76,84.21,12.03
producer,4764,many,Q4,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,many,Q3,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,many,Q2,2,0.0,100.0,0.0,1,0.0,100.0,0.0,3,0.0,100.0,0.0
producer,4764,single,Q4,427,0.47,98.59,0.94,714,0.84,84.87,14.29,1141,0.7,90.01,9.29
producer,4764,single,Q3,427,1.41,98.36,0.23,714,1.4,77.17,21.43,1141,1.4,85.1,13.5
producer,4764,single,Q2,427,0.7,98.13,1.17,714,2.94,71.85,25.21,1141,2.1,81.68,16.21
producer,4764,single,Q1,427,4.22,94.85,0.94,714,5.18,76.05,18.77,1141,4.82,83.09,12.09
showJudge,886,few,Q4,27,3.7,96.3,0.0,56,1.79,46.43,51.79,83,2.41,62.65,34.94
showJudge,886,few,Q3,27,18.52,81.48,0.0,56,0.0,42.86,57.14,83,6.02,55.42,38.55
showJudge,886,few,Q2,27,3.7,96.3,0.0,56,0.0,58.93,41.07,83,1.2,71.08,27.71
showJudge,886,few,Q1,25,8.0,92.0,0.0,53,11.32,64.15,24.53,78,10.26,73.08,16.67
showJudge,886,many,Q4,1,0.0,100.0,0.0,1,0.0,0.0,100.0,2,0.0,50.0,50.0
showJudge,886,many,Q3,1,0.0,100.0,0.0,1,0.0,100.0,0.0,2,0.0,100.0,0.0
showJudge,886,many,Q2,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
showJudge,886,many,Q1,1,0.0,100.0,0.0,0,0.0,0.0,0.0,1,0.0,100.0,0.0
showJudge,886,single,Q4,147,6.8,92.52,0.68,56,0.0,44.64,55.36,203,4.93,79.31,15.76
showJudge,886,single,Q3,147,8.16,91.84,0.0,56,0.0,44.64,55.36,203,5.91,78.82,15.27
showJudge,886,single,Q2,147,8.84,91.16,0.0,56,3.57,55.36,41.07,203,7.39,81.28,11.33
showJudge,886,single,Q1,147,11.56,88.44,0.0,55,3.64,52.73,43.64,202,9.41,78.71,11.88
starring,60547,few,Q4,1000,0.2,97.7,2.1,1000,0.7,72.4,26.9,2000,0.45,85.05,14.5
starring,60547,few,Q3,1000,0.5,97.0,2.5,1000,0.4,66.3,33.3,2000,0.45,81.65,17.9
starring,60547,few,Q2,1000,0.4,97.8,1.8,1000,1.5,64.9,33.6,2000,0.95,81.35,17.7
starring,60547,few,Q1,1000,0.5,97.2,2.3,1000,2.1,69.6,28.3,2000,1.3,83.4,15.3
starring,60547,many,Q4,3,0.0,100.0,0.0,3,0.0,100.0,0.0,6,0.0,100.0,0.0
starring,60547,many,Q3,3,0.0,100.0,0.0,3,0.0,66.67,33.33,6,0.0,83.33,16.67
starring,60547,many,Q2,3,0.0,66.67,33.33,3,0.0,100.0,0.0,6,0.0,83.33,16.67
starring,60547,many,Q1,2,0.0,100.0,0.0,0,0.0,0.0,0.0,2,0.0,100.0,0.0
starring,60547,single,Q4,1000,0.7,96.2,3.1,968,7.54,48.24,44.21,1968,4.07,72.61,23.32
starring,60547,single,Q3,1000,1.9,94.7,3.4,968,7.02,44.83,48.14,1968,4.42,70.17,25.41
starring,60547,single,Q2,1000,1.8,95.6,2.6,968,8.26,44.73,47.0,1968,4.98,70.58,24.44
starring,60547,single,Q1,1000,5.8,90.8,3.4,968,9.71,42.56,47.73,1968,7.72,67.07,25.2
storyEditor,27,few,Q4,0,0.0,0.0,0.0,27,0.0,25.93,74.07,27,0.0,25.93,74.07
storyEditor,27,few,Q3,0,0.0,0.0,0.0,27,0.0,11.11,88.89,27,0.0,11.11,88.89
storyEditor,27,few,Q2,0,0.0,0.0,0.0,27,0.0,14.81,85.19,27,0.0,14.81,85.19
storyEditor,27,few,Q1,0,0.0,0.0,0.0,27,0.0,7.41,92.59,27,0.0,7.41,92.59
storyEditor,27,many,Q4,28,0.0,89.29,10.71,29,0.0,17.24,82.76,57,0.0,52.63,47.37
storyEditor,27,many,Q3,28,3.57,75.0,21.43,29,0.0,0.0,100.0,57,1.75,36.84,61.4
storyEditor,27,many,Q2,28,0.0,92.86,7.14,29,0.0,13.79,86.21,57,0.0,52.63,47.37
storyEditor,27,many,Q1,26,0.0,69.23,30.77,28,0.0,21.43,78.57,54,0.0,44.44,55.56
storyEditor,27,single,Q4,147,1.36,91.84,6.8,56,0.0,30.36,69.64,203,0.99,74.88,24.14
storyEditor,27,single,Q3,147,3.4,89.12,7.48,56,0.0,3.57,96.43,203,2.46,65.52,32.02
storyEditor,27,single,Q2,147,2.72,93.88,3.4,56,0.0,16.07,83.93,203,1.97,72.41,25.62
storyEditor,27,single,Q1,147,0.68,89.8,9.52,55,0.0,20.0,80.0,202,0.5,70.79,28.71
voice,6364,few,Q4,228,0.0,100.0,0.0,283,0.0,51.24,48.76,511,0.0,72.99,27.01
voice,6364,few,Q3,228,0.0,99.12,0.88,283,0.0,43.46,56.54,511,0.0,68.3,31.7
voice,6364,few,Q2,228,0.88,99.12,0.0,283,0.71,57.6,41.7,511,0.78,76.13,23.09
voice,6364,few,Q1,228,0.44,99.56,0.0,281,2.14,68.68,29.18,509,1.38,82.51,16.11
voice,6364,many,Q4,1,0.0,100.0,0.0,2,0.0,0.0,100.0,3,0.0,33.33,66.67
voice,6364,many,Q3,1,0.0,100.0,0.0,2,0.0,50.0,50.0,3,0.0,66.67,33.33
voice,6364,many,Q2,0,0.0,0.0,0.0,2,0.0,0.0,100.0,2,0.0,0.0,100.0
voice,6364,single,Q4,382,0.52,99.21,0.26,69,1.45,79.71,18.84,451,0.67,96.23,3.1
voice,6364,single,Q3,382,0.26,99.74,0.0,69,2.9,68.12,28.99,451,0.67,94.9,4.43
voice,6364,single,Q2,382,1.57,98.43,0.0,69,0.0,62.32,37.68,451,1.33,92.9,5.76
voice,6364,single,Q1,380,5.79,94.21,0.0,68,16.18,57.35,26.47,448,7.37,88.62,4.02
ALL,-,total,-,32601,2.16,95.89,1.95,40292,5.02,66.28,28.7,72893,3.74,79.52,16.74
